episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy_team1_/learner_stats/allreduce_latency,info/learner/policy_team1_/learner_stats/cur_kl_coeff,info/learner/policy_team1_/learner_stats/cur_lr,info/learner/policy_team1_/learner_stats/total_loss,info/learner/policy_team1_/learner_stats/policy_loss,info/learner/policy_team1_/learner_stats/vf_loss,info/learner/policy_team1_/learner_stats/vf_explained_var,info/learner/policy_team1_/learner_stats/kl,info/learner/policy_team1_/learner_stats/entropy,info/learner/policy_team1_/learner_stats/entropy_coeff,info/learner/policy_team2_/learner_stats/allreduce_latency,info/learner/policy_team2_/learner_stats/cur_kl_coeff,info/learner/policy_team2_/learner_stats/cur_lr,info/learner/policy_team2_/learner_stats/total_loss,info/learner/policy_team2_/learner_stats/policy_loss,info/learner/policy_team2_/learner_stats/vf_loss,info/learner/policy_team2_/learner_stats/vf_explained_var,info/learner/policy_team2_/learner_stats/kl,info/learner/policy_team2_/learner_stats/entropy,info/learner/policy_team2_/learner_stats/entropy_coeff
0.0,-3.0,-2.7,151.0,0,5,25600,0,25575,False,165,128,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-12,1688371572,3.4963295459747314,493.9701657295227,13722,Hieu-Desktop,172.18.170.77,493.9701657295227,0,128,"[-3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3552.061,56.305,0.258,774714.444,339.954,588.315,16.657,25600,25575,25600,25575,9.440000000000001,32.839999999999996,0.0,4.70197740328915e-39,0.0005,-0.013398652151226997,0.0005730511038564146,0.006803517229855061,-0.014878106117248536,0.0015956262475810945,2.0775217056274413,0.01,0.0,7.52316384526264e-38,0.0005,-0.019505944475531577,-0.008530085952952505,0.00676744356751442,-0.012061023712158203,0.0024904860067181287,1.7743299722671508,0.01
0.0,-3.0,-2.7,151.0,5,5,25800,0,25775,False,170,129,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-15,1688371575,3.5606539249420166,497.5308196544647,13722,Hieu-Desktop,172.18.170.77,497.5308196544647,0,129,"[-3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3513.641,56.921,0.257,777298.74,340.213,587.867,16.576,25800,25775,25800,25775,9.24,33.019999999999996,0.0,2.350988701644575e-39,0.0005,23.323826217651366,-0.00015876672696322203,23.34461669921875,0.0005480289459228515,0.0005782385938800872,2.0633350372314454,0.01,0.0,3.76158192263132e-38,0.0005,20.001198959350585,-0.0006498430735518923,20.0186767578125,0.00047304630279541013,0.0014234081842005252,1.6828197717666626,0.01
0.0,-3.0,-2.7,151.0,0,5,26000,0,25975,False,170,130,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-19,1688371579,3.416389226913452,500.9472088813782,13722,Hieu-Desktop,172.18.170.77,500.9472088813782,0,130,"[-3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3509.577,56.987,0.265,755798.54,340.07,588.114,16.695,26000,25975,26000,25975,9.76,33.14,0.0,1.1754943508222876e-39,0.0005,-0.013224314898252487,-0.006897815992124379,0.013878421578556299,0.022156894207000732,0.0007154630948207341,2.0204917907714846,0.01,0.0,1.88079096131566e-38,0.0005,-0.004038614252931438,-0.001048524520592764,0.013507681060582399,0.016979551315307616,0.00033338391222059727,1.6497770547866821,0.01
0.0,-3.0,-2.7,151.0,0,5,26200,0,26175,False,170,131,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-22,1688371582,3.440601110458374,504.38780999183655,13722,Hieu-Desktop,172.18.170.77,504.38780999183655,0,131,"[-3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3507.847,57.015,0.264,757231.269,340.138,587.997,16.802,26200,26175,26200,26175,10.0,33.3,0.0,5.877471754111438e-40,0.0005,-0.011943072080612183,-0.0019881295913364736,0.010237290523946285,0.001045691967010498,0.0008763653167989105,2.0192232608795164,0.01,0.0,9.4039548065783e-39,0.0005,-0.007369919214397669,-0.0006544111005496233,0.009310605097562074,0.02192953824996948,0.000261732470971765,1.6026124954223633,0.01
0.0,-3.0,-2.7,151.0,0,5,26400,0,26375,False,170,132,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-26,1688371586,3.5115976333618164,507.89940762519836,13722,Hieu-Desktop,172.18.170.77,507.89940762519836,0,132,"[-3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3508.64,57.002,0.264,757299.63,339.72,588.72,17.054,26400,26375,26400,26375,9.540000000000001,33.5,0.0,2.938735877055719e-40,0.0005,-0.014357750117778779,-0.003006004149210639,0.008745468407869338,0.0058672428131103516,0.0007078915659803897,2.00972101688385,0.01,0.0,4.70197740328915e-39,0.0005,-0.01600820869207382,-0.005730013863649219,0.007118260487914085,-0.01222245693206787,0.000814337920746766,1.7396460056304932,0.01
0.0,-3.0,-2.7,151.0,5,5,26600,0,26575,False,175,133,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-29,1688371589,3.469735622406006,511.36914324760437,13722,Hieu-Desktop,172.18.170.77,511.36914324760437,0,133,"[0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3514.782,56.903,0.265,753422.669,339.518,589.07,17.253,26600,26575,26600,26575,10.099999999999998,33.6,0.0,1.4693679385278595e-40,0.0005,17.325442504882812,-0.00613404531031847,17.35128288269043,0.0005087733268737793,0.0006911049946211279,1.970670962333679,0.01,0.0,2.350988701644575e-39,0.0005,19.11900215148926,-0.004174267174676061,19.140793991088866,0.0003936290740966797,0.0010465575440321117,1.7617576837539672,0.01
0.0,-3.0,-2.7,151.0,0,5,26800,0,26775,False,175,134,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-33,1688371593,3.558396339416504,514.9275395870209,13722,Hieu-Desktop,172.18.170.77,514.9275395870209,0,134,"[0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3524.234,56.75,0.265,753355.007,338.49,590.86,17.579,26800,26775,26800,26775,10.14,33.8,0.0,7.346839692639297e-41,0.0005,-0.010374326631426812,-0.004057722538709641,0.013192758988589048,0.02527177333831787,0.0008654605480842292,1.950936484336853,0.01,0.0,1.1754943508222876e-39,0.0005,-0.011559433862566948,-0.0061796662164852025,0.012227390985935926,0.029926466941833495,0.0004034672019770369,1.760715866088867,0.01
0.0,-3.0,-2.7,151.0,0,5,27000,0,26975,False,175,135,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-36,1688371596,3.426527261734009,518.3540668487549,13722,Hieu-Desktop,172.18.170.77,518.3540668487549,0,135,"[0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3510.218,56.977,0.266,752949.286,338.302,591.188,17.686,27000,26975,27000,26975,9.3,34.0,0.0,3.6734198463196487e-41,0.0005,-0.020212312787771226,-0.011121648852713406,0.009941989462822676,0.025752699375152587,0.0011406111647374929,1.9032652378082275,0.01,0.0,5.877471754111438e-40,0.0005,-0.01190908756107092,-0.0036334152653580533,0.010171861108392476,0.000533890724182129,0.0006720447650877759,1.8447531938552857,0.01
0.0,-3.0,-2.67,151.0,5,5,27200,0,27180,False,180,136,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-40,1688371600,3.4361867904663086,521.7902536392212,13722,Hieu-Desktop,172.18.170.77,521.7902536392212,0,136,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3505.996,57.045,0.266,752409.005,339.3,589.449,17.814,27200,27180,27200,27180,10.58,34.120000000000005,0.0,1.8367099231598243e-41,0.0005,33.328369140625,0.002473953377921134,33.345482635498044,0.00019320249557495118,0.0014531765598803758,1.9587509155273437,0.01,0.0,2.938735877055719e-40,0.0005,26.149965286254883,0.000917222595307976,26.167430114746093,8.950233459472656e-05,0.0005500389903318137,1.8383319139480592,0.01
0.0,-3.0,-2.67,151.0,0,5,27400,0,27375,False,180,137,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-43,1688371603,3.486612558364868,525.2768661975861,13722,Hieu-Desktop,172.18.170.77,525.2768661975861,0,137,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3519.765,56.822,0.27,741174.059,338.462,590.908,17.875,27400,27375,27400,27375,9.86,34.3,0.0,9.183549615799122e-42,0.0005,-0.002560579450801015,-0.005391713883727789,0.022519516944885253,0.023150861263275146,0.0008348582021426409,1.968838095664978,0.01,0.0,1.4693679385278595e-40,0.0005,-0.0034902288345620034,-0.0010549435392022133,0.01590324882417917,0.0287112832069397,0.0002377212033024989,1.833853530883789,0.01
0.0,-3.0,-2.67,151.0,0,5,27600,0,27575,False,180,138,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-06-47,1688371607,3.4495885372161865,528.7264547348022,13722,Hieu-Desktop,172.18.170.77,528.7264547348022,0,138,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3515.815,56.886,0.281,710537.693,338.416,590.989,17.837,27600,27575,27600,27575,9.72,34.42,0.0,4.591774807899561e-42,0.0005,-0.022269759327173233,-0.017225785925984383,0.014705674536526204,0.020809900760650635,0.0007445961848134175,1.9749651193618774,0.01,0.0,7.346839692639297e-41,0.0005,-0.005828698538243771,-0.0018171027160860831,0.014493084140121936,0.01428602933883667,0.00034423144825268537,1.850468134880066,0.01
